uf,tipo,cod_localidade,feat_1,feat_2,feat_3,feat_4,loc_x,loc_y,mercado_mais_proximo,farmacia_mais_proxima,escola_mais_proxima,num_penit_4km,num_penit_500m,idade_imovel,area,preco
RJ,Tipo 2,Localidade 3,0.7184719948857475,10.843278011565534,5.0990478425943095,25.52696632374713,0.0935878737932588,0.9413554427594932,5143.779471464301,1918.7909543930205,5016.69579429354,0.0,0.0,30.0,168.0,1262528
RJ,Tipo 1,Localidade 2,0.6924521443033688,10.033385430452446,5.028087768815367,25.218178531771045,0.0631700336934406,0.571315560971436,3141.380481106382,4946.29279669818,4623.786341130328,1.0,0.0,7.0,204.0,785405
CE,Tipo 1,Localidade 2,0.7381923670993928,10.926232824993471,4.664045900060206,26.266040197455613,0.9832940692299352,0.8209413155226087,2013.065613514592,3287.4151533246422,4576.132327869912,1.0,0.0,14.0,125.0,465541
SP,Tipo 1,Localidade 3,0.8038694391202321,11.70378610922833,5.5968720905644,21.35210019410888,0.6677497085715831,0.4415310300148291,784.808422755235,3322.168323658407,2725.1408099449523,0.0,0.0,47.0,59.0,1111683
RN,,Localidade 4,0.6927472659426444,10.215093253938267,5.592485612232327,21.60381682694171,0.3373131928665798,0.5670955611654737,2726.274485941275,2341.212166954218,1708.4284974055145,0.0,0.0,17.0,124.0,792994
MS,Tipo 1,Localidade 2,0.8040259560409518,11.647787252371456,4.870401264588343,25.859121439823497,0.3688468963025035,0.6384884901915795,2870.7502413874304,1942.7729331665453,1494.753361762475,1.0,0.0,6.0,59.0,612232
SP,Tipo 1,Localidade 3,0.8077159229419276,11.686965201651653,5.992308323840977,19.024466350288925,0.2669603173897156,0.8009693608740738,3063.8673504129283,651.2208129092696,3044.423639247176,0.0,0.0,18.0,108.0,1677435
GO,Tipo 2,Localidade 4,0.5886063610619524,8.939882584612914,5.104742241295812,24.02030180742477,0.8442650732054665,0.6759983825483563,6213.122628002692,2845.030384591916,2350.610575029724,1.0,0.0,10.0,75.0,722058
MG,Tipo 2,Localidade 1,0.7929611934512552,11.738703176535658,5.222400973442472,23.833686966154108,0.633006114941582,0.3221850918823,3168.0526914811985,4037.881922071531,794.8162477365261,0.0,0.0,25.0,114.0,999025
MT,Tipo 2,Localidade 4,0.5717221972998302,9.062377011481331,5.063803588504507,24.067423852623477,0.8852123871453941,0.0330134301723047,3115.119039763764,5706.693381509384,3429.647473871093,0.0,0.0,10.0,80.0,751879
PR,Tipo 2,Localidade 3,0.8775108826600846,13.133695447058557,4.911946910338115,25.74140241290215,0.1492658526741901,0.0939236359487146,4594.401780357132,4344.0248703871,1021.2868772586464,0.0,0.0,21.0,87.0,1319552
DF,Tipo 2,,0.6922183138115948,9.313679700626707,4.561709874506656,26.78610900743764,0.4880554755148899,0.4789600456498271,3579.0415082817563,1619.042497261173,443.88293089590127,0.0,0.0,8.0,71.0,816627
BA,Tipo 2,Localidade 1,0.5995663647557441,9.43248396103404,4.767757156726748,26.457930310425603,0.7865205283772282,0.7652732846214628,1701.1823475461445,1401.872414990395,2843.091822657337,0.0,0.0,18.0,63.0,606194
MS,Tipo 1,Localidade 2,0.6227180154781603,9.669908045226029,4.955925880302245,26.65960275424909,0.059432634604585,0.1669030270525988,915.4965169557732,7512.181940202133,6821.2213275891945,0.0,0.0,5.0,91.0,663797
MS,Tipo 1,Localidade 3,0.8515479751321648,12.919638334406642,6.046857155793671,19.365001332035813,0.0376305042563218,0.101594384526549,5451.292119712489,4722.331949314011,1182.6522596385098,0.0,0.0,28.0,116.0,1239719
ES,Tipo 2,Localidade 4,0.6614177830880297,10.018249624569108,5.522535008480186,22.96336554984772,0.8832014737600892,0.525500272428535,5105.685412875642,3322.825227689892,1725.8479812233109,0.0,0.0,9.0,160.0,980232
MG,Tipo 2,Localidade 1,0.6451185416975824,9.008031036856943,4.970293335940733,26.386149932451367,0.7556262342855423,0.9355237183497684,2871.331608931893,1206.8647340548605,4206.632818597901,0.0,0.0,3.0,74.0,1201775
SC,Tipo 2,,0.544251859007838,7.897687903234438,5.507437397881624,22.373968676261327,0.3345021877599889,0.1468730311727447,2449.4598845108435,5063.348250317902,551.0505464971675,1.0,0.0,15.0,101.0,911892
RJ,Tipo 1,Localidade 2,0.7641771347216249,10.77867394123516,4.662627624509807,26.822432270309083,0.1355660749627253,0.1927010922736464,895.5400226949502,6855.659021931066,6134.665886173333,0.0,0.0,6.0,157.0,843782
DF,Tipo 2,Localidade 3,0.7003933463362877,9.78500910944046,4.960992311369012,25.56932666044516,0.285883800918005,0.9502047389612794,4426.8272723431855,1849.215679764097,3283.2850218180115,0.0,0.0,41.0,109.0,929172
SC,Tipo 2,Localidade 1,0.6421486517265287,9.734184556519065,5.025286438694091,25.86014379907824,0.5615800567149347,0.9141363714503974,4334.013373408635,1298.1459563970525,3782.118311882523,0.0,0.0,16.0,75.0,986020
SP,Tipo 2,Localidade 1,0.6407569753872238,10.28346751565016,6.083369030736113,18.92517465174821,0.1156058969281286,0.4285295004689782,2115.4109452168404,3193.981342058308,3729.65546610422,1.0,0.0,2.0,97.0,1099304
PR,Tipo 2,Localidade 2,0.6687784596191052,9.98128235415884,5.739303414532016,21.465973874023515,0.6819504824342633,0.5212848408917876,1992.6261596744887,2148.194684374841,856.2394163192228,,0.0,14.0,,806987
SC,Tipo 2,Localidade 1,0.8483915155339171,12.5726420958153,5.831865068163014,20.86160297365163,0.5576858541655251,0.8840711087749619,4248.419734699268,1209.7356251838928,,0.0,0.0,2.0,226.0,1058130
SC,Tipo 2,Localidade 3,0.6862375252148478,10.594249335868309,4.880167772477916,25.338389596957057,0.692822995361586,0.5101502627836011,992.5328246131044,2791.893049560899,2668.138462906209,0.0,0.0,29.0,165.0,1183350
PR,Tipo 1,Localidade 2,0.7486780179168978,11.540242466678954,6.085149473964167,18.87029668991357,0.6709010850542881,0.6571531021866422,2972.473006327883,1823.7458284712968,1584.3812575762586,0.0,0.0,15.0,161.0,668846
MS,Tipo 1,Localidade 2,0.9024722034315948,13.741759470536149,5.682569032707227,21.777369734781956,0.4390863450202344,0.8193328302433578,4301.885804147352,1005.6875227642092,1616.4678207153186,1.0,0.0,2.0,117.0,597344
MT,Tipo 1,Localidade 1,0.7692633223212246,12.532679574057669,5.120595023864412,24.69945158300757,0.42239698245141,0.2468794865881006,1750.5211035977811,4036.7623532361217,1180.9218793564678,1.0,0.0,2.0,200.0,1300674
SP,Tipo 1,Localidade 4,0.7654731286815485,11.604246890057366,4.9562431873073205,25.83495039810228,0.3543598291771387,0.265831597999826,2337.8602676972787,1708.9320469676925,1840.458027581102,0.0,0.0,6.0,85.0,1302249
MG,,Localidade 3,0.5872230766783683,8.47164712947845,5.019341309981884,24.56918446023913,0.9168569278254808,0.1161589558709585,3413.1348058701096,719.7038670494635,4771.577459448375,0.0,0.0,39.0,159.0,1286917
MG,Tipo 2,Localidade 1,0.8549836454760941,12.471553746574054,4.788914295779925,25.92281929124364,0.019327461856808,0.9981711174782008,6787.517213281422,2620.893341802221,1263.5043015115093,0.0,0.0,9.0,114.0,1139720
SP,Tipo 1,Localidade 2,0.7709011776311534,11.640654102125795,5.025710823813689,24.52319340781506,0.921977681402149,0.0350529663902836,1468.0681633828403,2757.4028390432486,4566.559795517851,0.0,0.0,2.0,105.0,801008
SP,Tipo 1,Localidade 4,0.8369014413013875,12.85063029012723,4.241395557083138,27.622057628494257,0.2058383292541528,0.7579517705346335,3899.868909990855,2780.020220035302,1805.2135663255456,0.0,0.0,10.0,162.0,1290059
MG,Tipo 2,Localidade 4,0.6924632309649179,10.611086332326463,4.565012429218406,27.532539901435538,0.902230312199512,0.82700831357562,,3949.303906467589,3941.580040867171,1.0,0.0,20.0,89.0,895576
RJ,Tipo 1,Localidade 2,0.8720607060869761,13.127374321626542,5.281933077773391,23.392819570667896,0.3391746859408784,0.9414037900438956,5745.400640055371,2563.2002000072857,3176.8320914758688,1.0,0.0,9.0,130.0,799081
AP,Tipo 1,Localidade 4,0.9440588353762448,14.662130146645191,4.351583513932268,27.448311977143195,0.1821103654537019,0.6483995426705268,2781.7871421271184,1797.4413840922552,2314.3864778567663,0.0,0.0,14.0,140.0,912768
SP,Tipo 1,Localidade 2,0.8184637208325344,13.090233636876114,4.762711622209963,26.17573152931444,0.5863064448631765,0.3706181537630953,666.7006388823629,2857.330989150775,1547.1753053747384,0.0,0.0,4.0,152.0,929258
RJ,Tipo 1,Localidade 1,0.5653523567673943,8.801943424407671,4.981617275615792,25.703864171781063,0.7375292023836393,0.9399755336413702,3029.3133882968973,1127.199245772758,4191.57804099738,0.0,0.0,13.0,208.0,1428602
RJ,Tipo 2,Localidade 2,0.8291284551686792,12.56910851884761,3.214857806673481,33.495202508734,0.417295718518658,0.6511652469835992,2753.951232240357,1499.5826011822342,993.9588712499988,1.0,0.0,10.0,102.0,919649
SC,Tipo 2,Localidade 3,0.7462097436629642,11.132422076455716,5.650169795485796,22.101991554394985,0.4122469386041862,0.5364135981807109,298.0406521577173,1394.7710743372809,1767.629892425944,0.0,0.0,18.0,85.0,1372982
RJ,Tipo 2,,0.8063647291113016,12.04949700413004,5.620935546257969,21.97460673470668,0.2792463964473409,0.6466604231791722,2589.496443074241,1155.5622331044838,3160.495937952332,1.0,0.0,2.0,129.0,1081826
GO,Tipo 2,Localidade 4,0.8020577277801471,12.577700669934115,4.912897186218376,24.715394152374472,0.3643719481435244,0.7694355137396084,4528.476881451738,2493.8444720915554,3291.6966807144654,1.0,0.0,14.0,124.0,671261
GO,Tipo 1,Localidade 4,0.7612805537822745,11.246562804540346,5.446274953361903,22.942859027770368,0.6901758211022957,0.8761513426111551,7412.082003884242,2838.35367040475,3944.344537026821,1.0,0.0,29.0,129.0,824466
MG,Tipo 1,Localidade 1,0.8486543725591641,13.261198528505624,5.652147894495536,21.71749138698667,0.9963364100651156,0.3526747433132822,3760.456456979746,1655.334973678695,1251.751615188853,0.0,0.0,8.0,183.0,1460209
PR,Tipo 1,Localidade 4,0.8355653318918799,12.37027147759772,4.960012591815355,25.289827925772496,0.0629668795319349,0.1398515229251584,1533.320953757111,801.8165510840796,1045.5497074990587,0.0,0.0,11.0,78.0,1209920
SP,Tipo 1,Localidade 3,0.6439270067626737,10.51218111810953,,24.13301438652873,0.4453282494531535,0.923401414473436,3208.4924753657374,791.2048810128191,1851.1601195779024,0.0,0.0,37.0,129.0,1339898
PR,Tipo 2,Localidade 4,0.4431933104203411,6.453979277700625,5.30071615700628,23.604060173062283,0.7681005386487322,0.8552811015887875,,3097.360885925084,3773.324832667666,1.0,0.0,18.0,141.0,802334
PR,Tipo 1,Localidade 8,0.7300512789023972,10.864087682010688,5.375724444604515,24.46053213310668,0.4271962130546158,0.8982555418417506,3428.9452532837668,987.2745651438466,1815.478880604545,0.0,0.0,45.0,171.0,1131177
RO,Tipo 2,Localidade 1,0.7805200856551034,11.56065820691741,4.59662920664194,27.27054728014677,0.3039301849025725,0.6519816261025363,2611.566885213116,908.6579713002624,3250.5397374998024,1.0,0.0,32.0,101.0,507234
SP,Tipo 2,Localidade 2,0.6265150802908154,9.564615636716956,4.877824748014135,26.237601552414144,0.9185241116558168,0.455163555052141,1788.0469438038067,537.3385051206445,1970.438742802501,0.0,0.0,1.0,132.0,1040508
SE,Tipo 1,Localidade 3,0.708432055392172,10.61041744514301,5.133623179182885,24.52832088431756,0.3564005250567111,0.7724833210036913,2550.134972312934,1528.8804483514928,2152.3771207496734,0.0,0.0,36.0,98.0,882742
RJ,Tipo 1,Localidade 2,0.740050348023759,10.4216423689627,5.184364438200199,24.14960014931861,0.961503488921832,0.7689071672258619,1516.293448818595,2728.858664469034,,1.0,0.0,4.0,195.0,792791
AC,Tipo 1,Localidade 3,0.5265119870234098,8.682845235054375,5.546389456578012,21.545075794051527,,0.8766000170638588,3634.8010354265375,1485.4915993642032,2659.862982877949,0.0,0.0,32.0,89.0,936170
MG,Tipo 1,Localidade 2,0.7049029854020059,10.475583669366644,5.219646017085958,23.942342004431783,0.9541129497975304,0.5863342634392579,479.2311375806414,1007.505427398212,2717.5941878151616,1.0,0.0,12.0,,799705
SP,Tipo 1,Localidade 2,0.5616075591639027,8.007345386857375,4.998849105154917,24.961101062608925,0.2630269929317798,0.0300008535880258,2959.260387469981,6656.539249629016,6188.719213029801,0.0,0.0,12.0,188.0,809921
SP,Tipo 1,Localidade 3,0.8350655722011658,12.854932780983717,4.984512242696982,25.350627457559987,0.0642742138925488,0.569440266701098,3273.435719412637,1624.7709431186795,3825.250971492661,0.0,0.0,32.0,107.0,1411398
RR,Tipo 2,Localidade 2,0.7683602450769719,11.823221862350804,5.644820192910458,21.41634453345882,0.935978247222528,0.6520365404338497,616.858433109665,1533.3850144723524,2976.2728579538207,1.0,0.0,5.0,100.0,598156
SP,Tipo 2,Localidade 1,0.7062614032865667,10.867861472910306,4.777760717277716,25.86279747657372,0.6062300549306201,0.8724462435164302,3755.2596502195065,712.7476472258298,3329.9879830643667,0.0,0.0,10.0,155.0,1159194
ES,Tipo 2,Localidade 1,0.7704428358510301,11.68739022787552,4.630525374793358,26.250891046089663,0.9798373942546016,0.7662256047228979,487.9263868930854,1848.9448071095344,3637.541838695701,0.0,0.0,3.0,94.0,1212176
MG,Tipo 2,Localidade 1,0.7418557843790403,11.132253820687303,4.773287085550955,26.424721890389485,0.9116718089893604,0.4028286093593182,3257.9128610771963,1370.9245141931565,268.5431182801654,0.0,0.0,8.0,83.0,1157540
SP,LOCALIDADE 6,Localidade 2,0.703113719080265,11.19053800220599,5.175855235588338,25.174690287657928,0.3488026487055483,0.289899386300261,2070.7464983960767,5005.14998126476,4040.607284343818,0.0,0.0,1.0,139.0,872543
SP,Tipo 2,Localidade 3,0.8930866441691145,13.199672803372016,4.624157701782151,27.515810988885598,0.5948720195661699,0.3409771861874253,1221.1467905474126,3612.8070693218256,1879.972582700396,0.0,0.0,39.0,180.0,1166092
SP,Tipo 2,Localidade 1,0.829399597115593,12.634300421030916,5.494026058183145,22.36911648103993,0.1441087628368785,0.6968497159482009,3542.7053536184285,1205.092283832985,2225.917629856129,1.0,0.0,8.0,176.0,1056532
SP,Tipo 1,Localidade 4,0.6942588776790627,10.182522851760236,6.131884157720837,18.63529442241921,0.9472207155106616,0.907447597455474,8746.099958234667,4773.727895699897,4863.237004997049,1.0,0.0,24.0,216.0,1020440
MG,Tipo 1,Tipo 3,0.6866930312464115,11.275284182975758,4.334356595553111,28.721255628821314,0.0826094712218855,0.6816890005711315,3456.289351507391,487.4649628027521,4576.333233165032,0.0,0.0,16.0,64.0,1812133
MG,Tipo 2,Localidade 4,0.6438108680836427,9.016953248024304,4.881969053956499,26.805674079853308,0.6463282727679996,0.5236038099148943,4164.235857471484,1271.4704630864194,768.6101869283034,0.0,0.0,8.0,94.0,1006489
RN,Tipo 1,localidade 2,0.7245259945422756,11.324932961210235,5.435956533883781,21.963121034912017,0.1415670625185505,0.0395327478529564,,7739.6967895773,7080.615608329078,0.0,0.0,3.0,121.0,472415
SP,Tipo 2,LOCALIDADE 3,0.7520539093654323,11.02568607869223,5.091056370007935,24.586482943098463,0.0818821457773465,0.5703312197117426,3100.992866482577,1597.8863447608446,3814.4361081607344,0.0,0.0,29.0,191.0,1255785
PI,Tipo 1,Localidade 2,0.829746157234443,12.748875924611864,5.401054686349119,22.452165259468785,0.4692801865277564,0.7040810884979151,3112.8768299919675,758.0554213454266,525.1335672250378,1.0,0.0,11.0,90.0,359615
MS,,Localidade 1,0.8589599194344842,12.916638923479896,5.156521999839334,24.54394580065364,0.8367109082629176,0.8835213947433844,1951.590753563776,1676.0441876473135,4099.63380186949,0.0,0.0,8.0,148.0,940765
MS,Tipo 2,Localidade 4,0.7103973993591468,11.133786097611733,4.861324649993784,26.21540063147104,0.8502335047477798,0.1833063603758067,2757.8703629383663,5227.225110611452,1886.8452135192736,0.0,0.0,8.0,94.0,771218
MG,Tipo 1,,0.6729275051297491,10.054087420103814,5.669151441838233,22.357473127819773,0.6888412129049155,0.55916389534187,1208.1511726525805,2690.537872320017,2569.730677760385,0.0,0.0,36.0,78.0,1372352
PR,Tipo 2,Localidade 4,0.5924761293010053,9.13262932060771,4.806674147122255,26.516222565630866,0.7987041184839929,0.1589660573519631,2199.475486580772,4841.154172193895,2096.1933005328915,0.0,0.0,21.0,233.0,802466
AL,Tipo 1,Localidade 1,0.7506841171693687,10.71132211111932,4.737515828826465,26.65104168269985,0.6374722881753649,0.3316045242136407,3192.613765675412,3953.628533260848,,0.0,0.0,3.0,146.0,1200843
AL,Tipo 1,Localidade 1,0.737639526233013,11.243313139248007,4.751997810927362,26.127762645926765,0.7215871764520315,0.197007311023307,4427.413177094974,4159.171751065731,1261.7494493712386,0.0,0.0,5.0,151.0,1150385
PR,TIPO 2,,0.7275261302210567,11.552239209348192,5.135712411635243,24.14115773006484,0.8920257919825332,0.9046457681831608,1883.658103387212,2263.338708606508,4591.104554967856,0.0,0.0,2.0,132.0,1053222
ES,Localidade 9,Localidade 2,0.6786496826740983,10.130626360342454,4.875684140417187,26.468184660871337,0.9515338100391252,0.5016600080951868,1236.9832302231955,555.1042059037878,2365.870434831202,0.0,0.0,5.0,108.0,841423
ES,Tipo 2,Localidade 4,0.824783058856791,12.4437736701852,5.936483770486044,20.6594595042566,0.4380733725877366,0.0276239937911038,1683.8343144074488,1392.7518005237284,3773.6262045221656,0.0,0.0,16.0,85.0,830255
MG,Tipo 2,Localidade 1,0.7281871490595674,10.742342843306126,5.061885086194994,24.892885072191174,0.6485902213219498,0.3654970807632355,3257.402175071433,3704.080166360231,1255.119036836819,0.0,0.0,13.0,128.0,1087252
RJ,Tipo 2,Localidade 1,0.7439945569582865,11.414673002376464,5.069490391740532,25.307013240922085,0.9349030735065624,0.9625652295342518,2370.8176199043246,2860.34973737858,5311.676132906734,0.0,0.0,18.0,97.0,1049782
AC,Tipo 2,Localidade 3,0.66172831513269,9.602819825711215,3.582318949899617,32.20084733794132,0.3122122093123749,0.0346438129632249,3344.972832138338,4764.036304078619,1448.436108527046,0.0,0.0,39.0,94.0,814098
SC,Tipo 1,LOCALIDADE 1,0.7518434472016319,10.773637561176695,5.172451645150168,24.29152153174668,0.6717130079682735,0.7865972859591938,2868.072617132844,609.611797985733,2537.893531290079,0.0,0.0,2.0,67.0,1503545
SC,Tipo 1,Localidade 3,0.8521825693816232,13.011686389624856,4.8236624693938674,25.642922297464978,0.2431274866005931,0.3886644926833043,1949.7542142961504,1251.7898495662578,,0.0,0.0,48.0,,1004598
PR,Tipo 1,Localidade 2,0.7858890940777493,11.975745548405529,4.192351707463074,28.933271579874727,0.8868718435934714,0.2611922785350095,1556.6868833025394,496.7287724044225,2474.444024393368,0.0,0.0,7.0,67.0,774613
PI,Tipo 2,Localidade 1,0.7919015539714792,11.704899848065436,5.364345614711205,23.52217525970857,0.8458659489985364,0.607030834772175,1595.549841174925,1492.6283059602872,1970.638442740969,0.0,0.0,16.0,137.0,641826
DF,Tipo 1,Localidade 3,0.7830587186446013,11.625139877412796,4.685039848545962,26.325046585653517,0.374772005993412,0.1862899352114945,2190.487251891346,3382.6607920866645,1056.6945581968953,0.0,0.0,27.0,62.0,1324039
RS,Tipo 1,Localidade 2,0.7246466393769224,11.112220428145006,5.035053888526607,24.59686776349846,0.2183280111367354,0.2994943850660727,1507.4360816234366,5507.948789871747,4783.597714800115,0.0,0.0,2.0,63.0,715179
MG,Localidade 8,Localidade 3,0.8204687255342129,11.819508600684964,5.163956229067932,23.52052983685776,0.8211375055098307,0.8780955620550519,1051.3850599597658,2962.289209381965,2659.091873022611,0.0,0.0,35.0,206.0,1334550
DF,Tipo 1,Localidade 1,0.8417162430000773,12.59507503205108,5.280763935556855,23.186498255494904,0.9712295866597612,0.670571941579199,587.4646314512029,913.9895578340067,2695.250198351637,0.0,0.0,4.0,104.0,1382350
SC,Tipo 2,Localidade 2,0.772013982850515,12.050241548639516,5.00024308614253,25.054828396645703,0.674757281242584,0.1028617662321903,,2834.1315758545747,3457.988213851941,0.0,0.0,4.0,127.0,920015
RJ,Tipo 2,,0.7449698153419514,10.703250861500456,5.162915334881864,23.91472022816521,0.9710710819147628,0.7628220868763306,413.4239446666865,1823.4428372084324,3583.1645996950074,0.0,0.0,19.0,95.0,1059403
SP,Tipo 2,Localidade 1,0.9196711777198304,13.348648004663833,5.224892645915226,24.520584859150137,0.3415911070148105,0.5928322803733173,2020.1936096830705,777.8847362468289,,1.0,0.0,3.0,163.0,1109622
MS,Tipo 2,Localidade 3,0.6011865750264616,8.856048879898305,4.4651296596233285,28.29326588376652,0.7023823481986571,0.8064685407193504,1707.1507787589082,2095.880653362145,1326.2611380389756,0.0,0.0,28.0,86.0,1117428
GO,Tipo 1,Localidade 4,0.6951329957980282,11.054186209582175,5.056721568802222,23.58969575286449,0.5769179431959135,0.0155268761525547,966.157830773612,2716.4406759400167,4239.720649739074,0.0,0.0,23.0,194.0,908482
PR,Tipo 2,Localidade 1,0.859994732697972,12.255505902453503,5.008610452579018,25.28173420875409,0.4808353793956167,0.9621848501721104,5270.616403226191,2237.7384973889416,3667.499974854866,0.0,0.0,17.0,,961496
SC,Tipo 1,Localidade 2,0.7910768059376737,12.155953983750791,6.191465948705949,19.336061292288928,0.8470504111435977,0.4649837755806206,2096.3971780830325,626.4155703976427,1268.4300130055717,0.0,0.0,6.0,152.0,706289
AL,Tipo 2,Localidade 1,0.6317262490468467,9.108821109726888,3.7528993869567167,30.861535046749072,0.174269406295746,0.9139808390030376,5433.978541527256,2287.156265116241,576.0722549239449,0.0,0.0,16.0,103.0,770618
RJ,Tipo 1,Localidade 3,0.9757188524296244,14.63324218052447,5.241007666130387,23.713409543625588,0.8412757530592417,0.5409145613245435,2504.4692130238336,1323.5463886104772,1185.777430753079,0.0,0.0,24.0,80.0,1547218
RJ,Tipo 2,,0.8547029598226445,12.882697956733946,4.097964851834743,29.68432267544524,0.279214142053784,0.4353727378274592,2490.9689459298424,4044.685979951689,3358.018283824199,1.0,0.0,6.0,167.0,977294
RN,Tipo 2,Localidade 3,0.7772372808739756,11.905237948163652,3.935562239805393,30.09107962311839,0.1809171437731912,0.1225297677167293,4216.250253215846,3984.471343365653,940.918687346258,0.0,0.0,3.0,112.0,1431430
MA,Tipo 1,Localidade 4,0.7451420107853709,11.249898111484448,4.541323396935177,27.84140513383416,0.2349531796790719,0.9412673777953288,5755.989719362176,4523.957986449848,,1.0,0.0,22.0,83.0,687018
DF,Tipo 1,Localidade 2,0.622637246688313,9.678643803854293,4.908020138841694,25.23217316701579,0.4959922646062266,0.3702477108039721,404.2871651682739,3745.296299697778,2379.2684141657046,,0.0,5.0,75.0,638391
ES,Tipo 2,Localidade 4,0.9243271484927263,14.14190930007888,4.447334462336007,28.00656993775849,0.6168357125636762,0.2329439333852703,1254.6350743777994,3272.5778091699426,2376.8265077195106,0.0,0.0,7.0,146.0,1028937
PR,tipo 1,Localidade 2,0.8188390190723107,12.06806412640175,5.126879838790599,23.53865730431748,0.2134939401775598,0.6127956994404217,3788.277165135769,3403.856450424546,3066.357749917839,1.0,0.0,7.0,183.0,669232
MG,Tipo 2,Localidade 4,0.7450688169274806,10.895864567762873,5.204800499294549,24.079609214155766,0.2697830078768843,0.5470513644505255,2137.6476599259686,2233.2553909308267,2135.717514317412,0.0,0.0,12.0,97.0,946737
PR,Tipo 2,Localidade 4,0.7312262520719938,10.795839035996812,5.107040499050799,24.39686472049918,0.3143742630742012,0.9560338389248536,6072.16258080364,4181.282388005936,3000.1228215404144,1.0,0.0,10.0,89.0,806056
RJ,Tipo 2,Localidade 4,0.8877547751407018,13.170368632164593,5.304736457687852,23.08127370451423,0.6485263830344455,0.4140230001536846,3089.7400556962134,2235.3054995536168,926.1530229968984,0.0,0.0,17.0,98.0,913175
GO,Tipo 1,Localidade 4,0.715000726783081,11.60616901883836,4.750712588399628,25.985321413637376,0.7008087171665479,0.5663707750680699,4692.849071509094,1464.7813160830733,847.2800809368925,0.0,0.0,17.0,119.0,1008737
SP,,Localidade 3,0.859379837533414,13.383098459154828,5.345594675709108,24.05904460821312,0.7694164651863242,0.8084363804548884,1576.074382146082,2681.0998095838336,,0.0,0.0,50.0,95.0,1133130
RJ,Tipo 1,Localidade 1,0.7779237200689352,11.304192487279174,5.41345300341103,23.14373786841922,0.7059050588546126,0.3804129376552194,3821.718195950827,3121.919379763045,1663.475503742961,0.0,0.0,11.0,113.0,1410747
SC,Tipo 1,Localidade 2,0.8667523749398818,13.332173475167435,4.772823634293808,25.299702473581046,0.9276201012590074,0.5369379037560725,1027.501910676982,456.2219505954628,2253.083613765704,1.0,0.0,3.0,99.0,711555
SC,Tipo 2,Localidade 1,0.6700276613979343,10.234119819175875,5.041927055696548,25.63523654370921,0.7974614730718523,0.2647037909013,4866.158990003375,3157.956203633169,1746.586481648651,0.0,0.0,8.0,123.0,1052365
RJ,Tipo 1,Localidade 2,0.757435029150418,11.260084261935503,5.17841620124556,24.392938850213422,0.2179973254679404,0.1246233143342286,1961.3373131313024,6745.374314336936,5972.186714478602,0.0,0.0,4.0,115.0,899102
GO,Tipo 2,Localidade 1,0.877598859102263,13.368593696073749,5.388558182973863,22.29823925599703,0.7010822351426967,0.0503348550724676,5086.487374071962,,2188.816738470952,0.0,0.0,13.0,72.0,849794
MS,Tipo 2,Localidade 1,0.7677089820182396,10.894874015589943,4.58414923292108,27.917502367984746,0.2855485542650103,0.3222245150080696,792.5942163094135,3451.2137545224573,2144.2350458407086,1.0,0.0,18.0,111.0,826392
PR,Tipo 2,localidade 1,0.770562547449345,11.825486209847694,4.205906980940462,29.327249039965096,0.5939557573558251,0.0178763807359942,4610.783610518006,6355.089825991457,2298.9122800240007,0.0,0.0,15.0,190.0,1037861
DF,Tipo 1,,0.8026430790480469,12.218608026467583,5.083489379819655,24.768017994769945,0.5896456273151188,0.8863266029037782,4797.725741292227,1439.9718514470746,2237.833773730439,2.0,0.0,6.0,141.0,576654
SP,TIPO 2,Localidade 1,0.6649857650607232,9.795211179115904,5.1669905468255335,23.81834061403489,0.8780757219607657,0.7140006089312498,,1751.5835172056293,2997.4473013880497,0.0,0.0,13.0,117.0,1071755
SP,Tipo 2,Localidade 4,0.7511373631635961,11.856041614720112,4.915001452166445,24.511834698995116,0.791198874806767,0.9746715017805666,8822.78117352054,4194.693309832532,4988.648401347356,1.0,0.0,2.0,92.0,987808
SP,Tipo 1,Localidade 2,0.3253641293490191,5.547180238499692,4.393614103207208,27.578213770165828,0.6021555487533928,0.5460613897169455,1668.199702766707,2291.3195642681326,1562.587856406462,1.0,0.0,11.0,175.0,870992
RJ,Tipo 2,Localidade 1,0.7659885083962807,11.709997252370297,4.94829655772081,24.57283922142185,0.8209450097289145,0.4812161948442313,2777.8449021187635,1692.7113859905885,942.6359670946944,0.0,0.0,4.0,118.0,1158122
SP,Tipo 2,Localidade 4,0.6018546604884061,8.77489296394183,5.388732438146286,23.609166115387925,0.4066658246029832,0.361280099496221,2605.666710379304,2769.6341617684,992.9453052096128,0.0,0.0,10.0,127.0,962547
SC,Tipo 1,Localidade 4,0.7184910304145274,10.134595346417536,4.904090811988944,24.835398386935232,0.0862762589461739,0.8569222186189029,4881.02216075753,3295.5227475611987,515.0528953635093,0.0,0.0,15.0,182.0,1169184
GO,Tipo 2,Localidade 4,0.7947747571939981,11.760645519015336,5.607751760657518,21.448474035394657,0.4494228390182153,0.5574610076718991,3550.4565378316943,1321.22884520329,1115.5884817488577,0.0,0.0,7.0,109.0,764228
MG,tipo 1,Localidade 3,0.7862306036303367,11.538572013354605,6.064048641128634,19.55717854850197,0.9286950645290588,0.8468142030307614,2037.8388300723004,2354.2148110128,2471.462804180336,0.0,0.0,27.0,87.0,1472212
